"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
65,65,0.2,"TT",12.2229400134699
85,65,0.2,"TT",11.544874364816
85,75,0.2,"TT",12.2233991747941
60,70,0.2,"TT",12.4222143351392
90,70,0.2,"TT",11.225467875999
75,63,0.2,"TT",10.4277328884141
75,77,0.2,"TT",10.456530544452
75,70,0.2,"TT",10.392730563758
65,65,0.2,"TT",12.2662046144763
85,65,0.2,"TT",13.8225298289966
85,75,0.2,"TT",10.9367840545612
60,70,0.2,"TT",11.599121243042
90,70,0.2,"TT",12.1333340038026
75,63,0.2,"TT",10.9984825833004
75,77,0.2,"TT",8.09099663084307
75,70,0.2,"TT",9.92957531681629
65,65,0.2,"TT",10.5265396057477
85,65,0.2,"TT",12.8344852678966
85,75,0.2,"TT",12.4242753219606
60,70,0.2,"TT",12.8071758313603
90,70,0.2,"TT",12.391508959763
75,63,0.2,"TT",11.309713915698
75,77,0.2,"TT",10.7392230265903
75,70,0.2,"TT",11.2507642238215
65,65,0.2,"TT",11.7208636135419
85,65,0.2,"TT",12.4723589251909
85,75,0.2,"TT",11.285742864909
60,70,0.2,"TT",14.5898437841783
90,70,0.2,"TT",12.903253473991
75,63,0.2,"TT",12.5041475912534
75,77,0.2,"TT",10.3430888677831
75,70,0.2,"TT",11.2226628595033
65,65,0.2,"TT",12.9436928466588
85,65,0.2,"TT",12.0261964071634
85,75,0.2,"TT",10.8985086020891
60,70,0.2,"TT",11.0090525378128
90,70,0.2,"TT",11.4031913205876
75,63,0.2,"TT",10.2363269971868
75,77,0.2,"TT",11.3457150455878
75,70,0.2,"TT",10.0108548424679
65,65,0.2,"TT",11.387995878346
85,65,0.2,"TT",11.4890113680033
85,75,0.2,"TT",11.6752168181078
60,70,0.2,"TT",11.5488618634443
90,70,0.2,"TT",11.4803657421094
75,63,0.2,"TT",11.1219478463376
75,77,0.2,"TT",9.6442345549463
75,70,0.2,"TT",9.47374387003088
65,65,0.2,"TT",12.224513027948
85,65,0.2,"TT",14.2862879393489
85,75,0.2,"TT",11.8268795112753
60,70,0.2,"TT",13.2200118511733
90,70,0.2,"TT",12.0071912049018
75,63,0.2,"TT",9.38189867460096
75,77,0.2,"TT",9.60363479521028
75,70,0.2,"TT",11.0927681778044
65,65,0.2,"TT",12.7693764508225
85,65,0.2,"TT",11.5426050107202
85,75,0.2,"TT",11.0372864858928
60,70,0.2,"TT",10.2366793354184
90,70,0.2,"TT",11.6713250690576
75,63,0.2,"TT",11.1751058598561
75,77,0.2,"TT",8.91283362825066
75,70,0.2,"TT",11.5561432727697
65,65,0.2,"TT",10.2598799869542
85,65,0.2,"TT",11.3029522768309
85,75,0.2,"TT",11.5461472038654
60,70,0.2,"TT",11.3302405138322
90,70,0.2,"TT",11.8285110000129
75,63,0.2,"TT",12.3594762017252
75,77,0.2,"TT",9.59315330079446
75,70,0.2,"TT",11.0662523387503
65,65,0.2,"TT",11.7077679837363
85,65,0.2,"TT",10.4178355592124
85,75,0.2,"TT",10.9812944863821
60,70,0.2,"TT",12.5916214345476
90,70,0.2,"TT",12.8700785112625
75,63,0.2,"TT",11.0056589348751
75,77,0.2,"TT",11.9264243512868
75,70,0.2,"TT",10.9894556294328
65,65,0.2,"TT",12.4322422007752
85,65,0.2,"TT",11.1818753249359
85,75,0.2,"TT",13.0779915454303
60,70,0.2,"TT",12.7107987614149
90,70,0.2,"TT",12.7893382432251
75,63,0.2,"TT",11.6093888716021
75,77,0.2,"TT",10.5140039105625
75,70,0.2,"TT",9.94730555078007
65,65,0.2,"TT",10.5276515641141
85,65,0.2,"TT",11.0152482985775
85,75,0.2,"TT",10.5181692110373
60,70,0.2,"TT",11.891721667544
90,70,0.2,"TT",12.7704430415542
75,63,0.2,"TT",11.8093574607762
75,77,0.2,"TT",9.05990872997262
75,70,0.2,"TT",9.8872706779265
65,65,0.2,"TT",12.9017835788716
85,65,0.2,"TT",12.1170668615811
85,75,0.2,"TT",14.2575033606761
60,70,0.2,"TT",13.1805272373751
90,70,0.2,"TT",11.6003325967807
75,63,0.2,"TT",10.9052128138563
75,77,0.2,"TT",9.31179804710021
75,70,0.2,"TT",10.066535079821
65,65,0.2,"TT",11.9568505210583
85,65,0.2,"TT",11.0455960174605
85,75,0.2,"TT",10.9193535886775
60,70,0.2,"TT",12.942624783784
90,70,0.2,"TT",12.1411517215266
75,63,0.2,"TT",11.2701681266136
75,77,0.2,"TT",10.8248144008174
75,70,0.2,"TT",10.8273180723262
65,65,0.2,"TT",11.9397875450771
85,65,0.2,"TT",10.6725357498976
85,75,0.2,"TT",13.1197570878442
60,70,0.2,"TT",11.7185744905183
90,70,0.2,"TT",11.9527928094521
75,63,0.2,"TT",11.0627210402788
75,77,0.2,"TT",9.49740097106486
75,70,0.2,"TT",10.4065985055455
65,65,0.2,"TT",13.6794980001627
